OBJECTID_12,OBJECTID_1,OBJECTID,DISTRICT,DISTNAME,CAMPUS,CAMPNAME,STREET_MAI,CITY_MAIL,ZIP_MAIL,STREET,CITY,ZIP,COUNTY,CNTYNAME,REGION,GRADERANGE,GRADEGRP,VERIFY,INSTR_TYPE,STREET_M_1,ADJUST,Shape,Latitude,Longitude
127,127,720,101919,SPRING ISD,101919116,CLARK INTERMEDIATE SCHOOL,1825 RUSHWORTH DR,HOUSTON,77014,1825 RUSHWORTH DR,HOUSTON,77014,101,HARRIS COUNTY,4,5-Mar,1,0,REGULAR,1825 RUSHWORTH DR,Y,127,29.981209,-95.463971
120,120,687,101861,THE RHODES SCHOOL,101861101,THE RHODES SCHOOL,13518 MOBILE ST,HOUSTON,77015,12822 ROBERT E LEE,HOUSTON,77044,101,HARRIS COUNTY,4,PK KG 01 02 03 04 05,1,0,REGULAR INSTRUCTIONAL,13518 MOBILE ST,Y,120,29.76393,-95.173121
297,297,1513,101910,GALENA PARK ISD,101910114,NORMANDY CROSSING ELEMENTARY,12500 NORMANDY CROSSING DR,HOUSTON,77015,12500 NORMANDY CROSSING DR,HOUSTON,77015,101,HARRIS COUNTY,4,PK-5,1,0,REGULAR,12500 NORMANDY CROSSING DR,Y,297,29.76393,-95.173121
668,668,3644,101910,GALENA PARK ISD,101910003,NORTH SHORE H S,13501 HOLLY PARK,HOUSTON,77015,353 NORTH CASTLEGORY,HOUSTON,77015,101,HARRIS COUNTY,4,12-Oct,4,0,REGULAR,13501 HOLLY PARK,Y,668,29.76393,-95.173121
1221,1221,8030,101910,GALENA PARK ISD,101910116,SAM HOUSTON EL,4101 E SAM HOUSTON PKWY N,HOUSTON,77015,4101 E SAM HOUSTON PKWY N,HOUSTON,77015,101,HARRIS COUNTY,4,EE PK KG 01 02 03 04 05,1,0,REGULAR INSTRUCTIONAL,4101 E SAM HOUSTON PKWY N,Y,1221,29.76393,-95.173121
1114,1114,7355,101813,KIPP INC CHARTER,101813041,KIPP 3D ACADEMY,4610 E CROSSTIMBERS,HOUSTON,77016,4610 E CROSSTIMBERS,HOUSTON,77016,101,HARRIS COUNTY,4,06 07 08,2,0,CHARTER/REGULAR INSTRUCTIONAL,4610 E CROSSTIMBERS,Y,1114,29.862532,-95.29998
1123,1123,7389,101813,KIPP INC CHARTER,101813106,KIPP NE LOWER SCHOOL DREAM,4610 CROSSTIMBERS,HOUSTON,77016,4610 CROSSTIMBERS,HOUSTON,77016,101,HARRIS COUNTY,4,PK KG 01 02 03 04 05,1,0,CHARTER/REGULAR INSTRUCTIONAL,4610 CROSSTIMBERS,Y,1123,29.862532,-95.29998
1136,1136,7402,101912,HOUSTON ISD,101912358,FELIX COOK JR ELEMENTARY,7115 LOCKWOOD,HOUSTON,77016,7115 LOCKWOOD,HOUSTON,77016,101,HARRIS COUNTY,4,PK KG 01 02 03 04 05,1,0,REGULAR INSTRUCTIONAL,7115 LOCKWOOD,Y,1136,29.862532,-95.29998
298,298,1514,101912,HOUSTON ISD,101912027,CHAVEZ H S,8501 HOWARD,HOUSTON,77017,8501 HOWARD,HOUSTON,77017,101,HARRIS COUNTY,4,12-Sep,4,0,REGULAR,8501 HOWARD,Y,298,29.689824,-95.252393
1159,1159,7659,101812,HOUSTON CAN ACADEMY CHARTER SCHOOL,101812002,HOUSTON CAN ACADEMY HOBBY,9020 GULF FREEWAY,HOUSTON,77017,9020 GULF FREEWAY,HOUSTON,77017,101,HARRIS COUNTY,4,12-Sep,4,0,CHARTER/ALTERNATIVE INSTRUCTIO,9020 GULF FREEWAY,Y,1159,29.689824,-95.252393
1265,1265,8307,101806,RAUL YZAGUIRRE SCHOOL FOR SUCCESS,101806042,RAUL YZAGUIRRE SCHOOL FOR SUCCESS,2950 BROADWAY,HOUSTON,77017,2950 BROADWAY,HOUSTON,77017,101,HARRIS COUNTY,4,06 07 08,2,0,REGULAR INSTRUCTIONAL,2950 BROADWAY,Y,1265,29.689824,-95.252393
1266,1266,8308,101806,RAUL YZAGUIRRE SCHOOL FOR SUCCESS,101806102,RAUL YZAGUIRRE SCHOOL FOR SUCCESS,2950 BROADWAY,HOUSTON,77017,2950 BROADWAY,HOUSTON,77017,101,HARRIS COUNTY,4,PK KG 01 02 03 04 05,1,0,REGULAR INSTRUCTIONAL,2950 BROADWAY,Y,1266,29.689824,-95.252393
517,517,3339,101811,HARRIS COUNTY JUVENILE JUSTICE CHARTER SCH,101811001,HARRIS COUNTY JUVENILE DETENTION CENTER,3540 W DALLAS,HOUSTON,77019,1310 PRAIRIE STE 1080,HOUSTON,77002-2020,101,HARRIS COUNTY,4,12-May,5,1,CHARTER/ALTERNATIVE,3540 W DALLAS,Y,517,29.75415,-95.409498
191,191,914,101845,YES PREP PUBLIC SCHOOLS INC,101845008,YES PREP - 5TH WARD,1305 BENSON DR,HOUSTON,77020,1305 BENSON DR,HOUSTON,77020,101,HARRIS COUNTY,4,06 07 08 09 10 11 12,2,0,REGULAR INSTRUCTIONAL,1305 BENSON DR,Y,191,29.773179,-95.314327
1283,1283,8327,101912,HOUSTON ISD,101912458,ALL-MALE COLLEGE PREPARATORY ACADEMY,1701 BRINGHURST,HOUSTON,77020,1701 BRINGHURST,HOUSTON,77020,101,HARRIS COUNTY,4,06 09,3,0,REGULAR INSTRUCTIONAL,1702 BRINGHURST,Y,1283,29.773179,-95.314327
215,215,1098,101864,WALIPP-TSU PREPARATORY ACADEMY,101864041,WALIPP-TSU PREPARATORY ACADEMY,5760 CULLEN BLVD,HOUSTON,77021,3100 CLEBURNE ST,HOUSTON,77004,101,HARRIS COUNTY,4,06 07 08,2,0,REGULAR INSTRUCTIONAL,5760 CULLEN BLVD,Y,215,29.69843,-95.3569
249,249,1213,101847,BEATRICE MAYES INSTITUTE CHARTER SCHOOL,101847101,BEATRICE MAYES INSTITUTE CHARTER SCHOOL,5807 CALHOUN,HOUSTON,77021,5807 CALHOUN,HOUSTON,77021,101,HARRIS COUNTY,4,KG-8,1,0,CHARTER/REGULAR,5807 CALHOUN,Y,249,29.69843,-95.3569
251,251,1215,101850,THE ZOE LEARNING ACADEMY,101850101,THE ZOE LEARNING ACADEMY,6701 CULLEN BLVD,HOUSTON,77021,6701 CULLEN BLVD,HOUSTON,77021,101,HARRIS COUNTY,4,PK-6,1,0,CHARTER/REGULAR,6701 CULLEN BLVD,Y,251,29.69843,-95.3569
108,108,610,101912,HOUSTON ISD,101912308,NORTH HOUSTON EARLY COLLEGE H S,99 LYERLY ST,HOUSTON,77022,99 LYERLY ST,HOUSTON,77022,101,HARRIS COUNTY,4,9-Sep,4,0,REGULAR INSTRUCTIONAL,99 LYERLY ST,Y,108,29.83159,-95.379554
252,252,1216,101852,JUAN B GALAVIZ CHARTER SCHOOL,101852001,JUAN B GALAVIZ CHARTER SCHOOL,5206 AIRLINE DR,HOUSTON,77022,5206 AIRLINE DR,HOUSTON,77022,101,HARRIS COUNTY,4,12-Sep,4,0,CHARTER/REGULAR,5206 AIRLINE DR,Y,252,29.83159,-95.379554
188,188,897,101920,SPRING BRANCH ISD,101920128,THE WILDCAT WAY SCHOOL,12754 KIMBERLEY LN,HOUSTON,77024,12754 KIMBERLEY LN,HOUSTON,77024,101,HARRIS COUNTY,4,EE-PK,1,0,REGULAR,12754 KIMBERLEY LN,Y,188,29.772179,-95.514203
1270,1270,8312,101846,HARMONY SCIENCE ACADEMY,101846003,HARMONY SCHOOL OF INGENUITY,10555 STELLA LINK RD,HOUSTON,77025,10555 STELLA LINK RD,HOUSTON,77025,101,HARRIS COUNTY,4,PK KG 01 02 03 04 05 06 07 08 09 10 11 12,5,0,REGULAR INSTRUCTIONAL,10555 STELLA LINK RD,Y,1270,29.685706,-95.434764
58,58,359,101848,NORTHWEST PREPARATORY,101848102,NORTHWEST PREPARATORY CAMPUS 2,8006 WILEYVALE,HOUSTON,77026,8006 WILEYVALE ST,HOUSTON,77016,101,HARRIS COUNTY,4,PK-8,2,0,CHARTER/REGULAR,8006 WILEYVALE,Y,58,29.800187,-95.328888
182,182,889,101845,YES PREP PUBLIC SCHOOLS INC,101845007,YES PREP NORTHSIDE,5215 JENSEN DR,HOUSTON,77026,5215 JENSEN DR,HOUSTON,77026,101,HARRIS COUNTY,4,06 07 08 09 10 11 12,2,0,REGULAR INSTRUCTIONAL,5215 JENSEN DR,Y,182,29.800187,-95.328888
216,216,1099,101865,VICTORY PREP,101865003,VICTORY PREPARATORY ACADEMY,2903 JENSEN DR,HOUSTON,77026,6011 W OREM,HOUSTON,77045,101,HARRIS COUNTY,4,09 10 11 12,4,0,REGULAR INSTRUCTIONAL,2903 JENSEN DR,Y,216,29.800187,-95.328888
230,230,1136,101912,HOUSTON ISD,101912097,HCC LIFE SKILLS PROGRAM,2815 CAMPBELL ST,HOUSTON,77026,2524 GARLAND,HOUSTON,77087,101,HARRIS COUNTY,4,12,4,1,REGULAR,2815 CAMPBELL ST,Y,230,29.800187,-95.328888
250,250,1214,101848,NORTHWEST PREPARATORY,101848101,NORTHWEST PREPARATORY,4711 KELLEY,HOUSTON,77026,4711 KELLEY,HOUSTON,77026,101,HARRIS COUNTY,4,PK-8,1,0,CHARTER/REGULAR,4711 KELLEY,Y,250,29.800187,-95.328888
502,502,3291,101909,NORTH FOREST ISD,101909003,FOREST BROOK MS,7525 TIDWELL RD,HOUSTON,77028,7525 TIDWELL RD,HOUSTON,77016,101,HARRIS COUNTY,4,8-Jun,4,1,REGULAR,7525 TIDWELL RD,?,502,29.827869,-95.287485
1155,1155,7654,101801,MEDICAL CENTER CHARTER SCHOOL,101801102,MEDICAL CENTER CHARTER SCHOOL/SOUTHWEST,1920 N BAESWOOD,HOUSTON,77030,,,,101,HARRIS COUNTY,4,PK-7,1,0,CHARTER/REGULAR INSTRUCTIONAL,1920 N BAESWOOD,Y,1155,29.706787,-95.401748
1279,1279,8323,101902,ALDINE ISD,101902013,HALL EDUCATION CENTER,15014 ALDINE WESTFIELD,HOUSTON,77032,15014 ALDINE WESTFIELD,HOUSTON,77032,101,HARRIS COUNTY,4,09 10 11 12,4,0,ALTERNATIVE INSTRUCTIONAL,15014 ALDINE WESTFIELD,Y,1279,29.987805,-95.353412
1167,1167,7668,101845,YES PREPARATORY PUBLIC SCHOOLS,101845001,YES PREP - SOUTHEAST CAMPUS,353 CRENSHAW,HOUSTON,77034,353 CRENSHAW,HOUSTON,77034,101,HARRIS COUNTY,4,12-Jun,5,0,CHARTER/REGULAR INSTRUCTIONAL,353 CRENSHAW,Y,1167,29.61951,-95.191644
226,226,1132,101805,GIRLS & BOYS PREP ACADEMY,101805001,GIRLS & BOYS PREP ACADEMY,4975 W BELLFORT,HOUSTON,77035,4975 W  BELLFORT,HOUSTON,77035,101,HARRIS COUNTY,4,KG-12,5,1,CHARTER/REGULAR,4975 W BELLFORT,Y,226,29.655503,-95.471663
1036,1036,6990,101805,GIRLS & BOYS PREP ACADEMY,101805101,GIRLS & BOYS PREP ACADEMY MEYER PARK CAMPU,10912 S POST OAK,HOUSTON,77035,10912 S POST OAK,HOUSTON,77035,101,HARRIS COUNTY,4,5-Jan,1,0,CHARTER/REGULAR,10912 S POST OAK,Y,1036,29.655503,-95.471663
1169,1169,7670,101849,ACCELERATED INTERMEDIATE ACADEMY,101849041,ACCELERATED INTERMEDIATE CHARTER SCHOOL,14035 S MAIN STE D,HOUSTON,77035,14035 S MAIN STE D,HOUSTON,77035,101,HARRIS COUNTY,4,8-Jun,2,0,CHARTER/REGULAR INSTRUCTIONAL,14035 S MAIN STE D,Y,1169,29.655503,-95.471663
27,27,169,101845,YES PREPARATORY PUBLIC SCHOOLS,101845005,YES PREP - SOUTH,6201 BONHOMME RD STE 168 N,HOUSTON,77036,6565 DEMOSS,HOUSTON,77074,101,HARRIS COUNTY,4,MIDDLE SCHOOL,2,0,REGULAR INSTRUCTIONAL,6201 BONHOMME RD STE 168 N,Y,27,29.701847,-95.534537
28,28,170,101845,YES PREPARATORY PUBLIC SCHOOLS,101845006,YES PREP - WEST,6201 BONHOMME RD STE 168 N,HOUSTON,77036,6565 DEMOSS,HOUSTON,77074,101,HARRIS COUNTY,4,MIDDLE SCHOOL,2,0,REGULAR INSTRUCTIONAL,6201 BONHOMME RD STE 168 N,Y,28,29.701847,-95.534537
302,302,1588,101903,ALIEF ISD,101903122,COLLINS ELEMENTARY,9829 TOWN PARK DR,HOUSTON,77036,9829 TOWN PARK DR,HOUSTON,77036,101,HARRIS COUNTY,4,PK-5,1,0,REGULAR,9829 TOWN PARK DR,Y,302,29.701847,-95.534537
1040,1040,6994,101817,ALPHONSO CRUTCH'S-LIFE SUPPORT CENTER,101817001,ALPHONSO CRUTCHS-LIFE SUPPORT CENTER,7115 CLAREWOOD,HOUSTON,77036,7115 CLAREWOOD,HOUSTON,77036,101,HARRIS COUNTY,4,12-Jun,5,0,CHARTER/ALTERNATIVE,7115 CLAREWOOD,Y,1040,29.701847,-95.534537
144,144,775,101902,ALDINE ISD,101902131,BUSSEY ELEMENTARY,11555 AIRLINE,HOUSTON,77037,11555 AIRLINE,HOUSTON,77037,101,HARRIS COUNTY,4,KG-4,1,0,REGULAR,11555 AIRLINE,Y,144,29.89036,-95.392527
254,254,1218,101902,ALDINE ISD,101902069,NORTHWEST INTERMEDIATE,2625 W MOUNT HOUSTON,HOUSTON,77038,2625 W MOUNT HOUSTON,HOUSTON,77088,101,HARRIS COUNTY,4,6-May,2,0,REGULAR,2625 W MOUNT HOUSTON,Y,254,29.918595,-95.441194
1273,1273,8317,101858,HARMONY SCHOOL OF EXCELLENCE,101858004,HARMONY SCHOOL OF ADVANCEMENT - HIGH,3171 N SAM HOUSTON PKWY W,HOUSTON,77038,3171 N SAM HOUSTON PKWY W,HOUSTON,77038,101,HARRIS COUNTY,4,EE PK KG 01 02 03 04 05 06 07 08 09 10 11 12,4,0,REGULAR INSTRUCTIONAL,3171 N SAM HOUSTON PKWY W,Y,1273,29.918595,-95.441194
1274,1274,8318,101858,HARMONY SCHOOL OF EXCELLENCE,101858005,HARMONY SCHOOL OF DISCOVERY - HOUSTON,6270 BARKER CYPRESS RD,HOUSTON,77038,6270 BARKER CYPRESS RD,HOUSTON,77038,101,HARRIS COUNTY,4,EE PK KG 01 02 03 04 05 06 07 08 09 10 11 12,1,0,REGULAR INSTRUCTIONAL,6270 BARKER CYPRESS RD,Y,1274,29.918595,-95.441194
1168,1168,7669,101845,YES PREPARATORY PUBLIC SCHOOLS,101845101,YES PREP - NORTH CENTRAL CAMPUS,13701 ALDINE-WESTFIELD RD,HOUSTON,77039,13703 ALDINE-WESTFIELD RD,HOUSTON,77039,101,HARRIS COUNTY,4,6,2,0,CHARTER/REGULAR INSTRUCTIONAL,13701 ALDINE-WESTFIELD RD,Y,1168,29.911171,-95.341182
291,291,1507,101907,CYPRESS-FAIRBANKS ISD,101907134,KIRK ELEMENTARY,12421 TANNER RD,HOUSTON,77041,12421 TANNER RD,HOUSTON,77041,101,HARRIS COUNTY,4,EE-5,1,0,REGULAR,12421 TANNER RD,Y,291,29.8586,-95.580768
304,304,1590,101907,CYPRESS-FAIRBANKS ISD,101907010,CYPRESS RIDGE HIGH SCHOOL,7900 N ELDRIDGE PKWY,HOUSTON,77041,7900 N ELDRIDGE PKWY,HOUSTON,77041,101,HARRIS COUNTY,4,10-Sep,4,0,REGULAR,7900 N ELDRIDGE PKWY,Y,304,29.8586,-95.580768
1053,1053,7020,101907,CYPRESS-FAIRBANKS ISD,101907144,LEE ELEMENTARY,12900 W LITTLE YORK,HOUSTON,77041,12900 W LITTLE YORK,HOUSTON,77041,101,HARRIS COUNTY,4,PK KG 01 02 03 04 05,1,0,REGULAR INSTRUCTIONAL,12900 W LITTLE YORK,Y,1053,29.8586,-95.580768
266,266,1271,101920,SPRING BRANCH ISD,101920132,THE TIGER TRAIL SCHOOL,10406 TIGER TRL,HOUSTON,77043,10406 TIGER TRL,HOUSTON,77043,101,HARRIS COUNTY,4,EE-PK,1,0,REGULAR,10406 TIGER TRL,Y,266,29.81093,-95.584639
5,5,26,101913,HUMBLE ISD,101913014,SUMMER CREEK H S,14000 WECKFORD BLVD,HOUSTON,77044,14000 WECKFORD BLVD,HOUSTON,77304,101,HARRIS COUNTY,4,HIGH SCHOOL,4,0,REGULAR INSTRUCTIONAL,14000 WECKFORD BLVD,Y,5,29.906616,-95.180608
6,6,27,101913,HUMBLE ISD,101913125,LAKESHORE EL,13333 BREAKWATER PATH LN,HOUSTON,77044,13333 BREAKWATER PATH LN,HOUSTON,77044,101,HARRIS COUNTY,4,ELEMENTARY,1,0,REGULAR INSTRUCTIONAL,13333 BREAKWATER PATH LN,Y,6,29.906616,-95.180608
8,8,29,101924,SHELDON ISD,101924043,MICHAEL R NULL MIDDLE,12117 GARRETT RD,HOUSTON,77044,12117 GARRETT RD,HOUSTON,77044,101,HARRIS COUNTY,4,MIDDLE SCHOOL,2,0,REGULAR INSTRUCTIONAL,12117 GARRETT RD,Y,8,29.906616,-95.180608
95,95,555,101924,SHELDON ISD,101924109,H M CARROLL EL,11411 C E KING PKWY,HOUSTON,77044,10210 C E KING PKWY,HOUSTON,77044,101,HARRIS COUNTY,4,5-Jan,1,0,REGULAR INSTRUCTIONAL,11411 C E KING PKWY,Y,95,29.906616,-95.180608
272,272,1314,101924,SHELDON ISD,101924111,GARRETT EL,12017 GARRETT RD,HOUSTON,77044,12017 GARRETT RD,HOUSTON,77044,101,HARRIS COUNTY,4,01 02 03 04 05,1,0,REGULAR INSTRUCTIONAL,12017 GARRETT RD,Y,272,29.906616,-95.180608
1098,1098,7244,101913,HUMBLE ISD,101913120,SUMMERWOOD EL,13830 W LAKE HOUSTON PKWY,HUMBLE,77044,13830 W LAKE HOUSTON PKWY,HUMBLE,77044,101,HARRIS COUNTY,4,EE PK KG 01 02 03 04 05,1,0,REGULAR INSTRUCTIONAL,13830 W LAKE HOUSTON PKWY,Y,1098,29.906616,-95.180608
1108,1108,7254,101924,SHELDON ISD,101924012,KASE ACADEMY,8540 C E KING PKWY,HOUSTON,77044,8540 C E KING PKWY,HOUSTON,77044,101,HARRIS COUNTY,4,09 10 11 12,4,0,ALTERNATIVE INSTRUCTIONAL,8540 C E KING PKWY,Y,1108,29.906616,-95.180608
1189,1189,7690,101924,SHELDON ISD,101924107,STEPHANIE CRAVENS EARLY CHILDHOOD,13210 TIDWELL,HOUSTON,77044,13210 TIDWELL,HOUSTON,77044,101,HARRIS COUNTY,4,EE-KG,1,1,REGULAR INSTRUCTIONAL,13210 TIDWELL,Y,1189,29.906616,-95.180608
1260,1260,8184,101913,HUMBLE ISD,101913048,WOODCREEK MIDDLE,14600 WOODSON PARK DR,HOUSTON,77044,14600 WOODSON PARK DR,HOUSTON,77044,101,HARRIS COUNTY,4,06 07 08,2,0,REGULAR INSTRUCTIONAL,14600 WOODSON PARK DR,Y,1260,29.906616,-95.180608
1201,1201,7952,101860,KIPP SOUTHEAST HOUSTON,101860004,KIPP SPIRIT COLLEGE PREP,3730 S ACRES DR,HOUSTON,77047,3730 S ACRES DR,HOUSTON,77047,101,HARRIS COUNTY,4,06 07 08 09 10 11 12,5,0,REGULAR INSTRUCTIONAL,3730 S ACRES DR,Y,1201,29.61065,-95.386863
1056,1056,7023,101912,HOUSTON ISD,101912325,EMPOWERMENT COLLEGE PREP H S,5655 SELINSKY,HOUSTON,77048,5655 SELINSKY,HOUSTON,77048,101,HARRIS COUNTY,4,09 10 11 12,4,0,REGULAR INSTRUCTIONAL,5655 SELINSKY,Y,1056,29.618714,-95.324221
111,111,638,101924,SHELDON ISD,101924110,SHELDON EARLY CHILDHOOD ACADEMY,17010 BEAUMONT HWY,HOUSTON,77049,17010 BEAUMONT HWY,HOUSTON,77049,101,HARRIS COUNTY,4,ELEMENTARY,1,0,REGULAR INSTRUCTIONAL,17010 BEAUMONT HWY,Y,111,29.832928,-95.14904
296,296,1512,101910,GALENA PARK ISD,101910045,COBB 6TH GRADE CAMPUS,6722 UVALDE,HOUSTON,77049,6722 UVALDE,HOUSTON,77049,101,HARRIS COUNTY,4,6,2,0,REGULAR,6722 UVALDE,Y,296,29.832928,-95.14904
1050,1050,7017,101905,CHANNELVIEW ISD,101905106,HARVEY S BROWN PRIMARY,16550 WALLISVILLE RD,HOUSTON,77049,16550 WALLISVILLE RD,HOUSTON,77049,101,HARRIS COUNTY,4,KG 01 02 03,1,0,REGULAR INSTRUCTIONAL,16550 WALLISVILLE RD,Y,1050,29.832928,-95.14904
1055,1055,7022,101910,GALENA PARK ISD,101910115,FREEDOM EL,6720 NEW FOREST PKWY,HOUSTON,77049,6720 NEW FOREST PKWY,HOUSTON,77049,101,HARRIS COUNTY,4,PK KG 01 02 03 04 05,1,0,REGULAR INSTRUCTIONAL,6720 NEW FOREST PKWY,Y,1055,29.832928,-95.14904
1082,1082,7226,101000,HARRIS COUNTY DEPT OF ED,101000002,HIGHPOINT EAST CAMPUS,8003 E SAM HOUSTON PKWY N,HOUSTON,77049,8003 E SAM HOUSTON PKWY N,HOUSTON,77049,101,HARRIS COUNTY,4,09 10 11 12,4,0,ALTERNATIVE INSTRUCTIONAL,8003 E SAM HOUSTON PKWY N,Y,1082,29.832928,-95.14904
1085,1085,7229,101000,HARRIS COUNTY DEPT OF ED,101000005,ACADEMIC BEHAVIOR CTR NE,8003 E SAM HOUSTON PKWY N,HOUSTON,77049,8003 E SAM HOUSTON PKWY N,HOUSTON,77049,101,HARRIS COUNTY,4,09 10 11 12,4,0,ALTERNATIVE INSTRUCTIONAL,8003 E SAM HOUSTON PKWY N,Y,1085,29.832928,-95.14904
1245,1245,8139,101912,HOUSTON ISD,101912453,VISION ACADEMY,4590 WILMINGTON ST,HOUSTON,77051,4590 WILMINGTON ST,HOUSTON,77051,101,HARRIS COUNTY,4,09 10 11 12,4,0,ALTERNATIVE INSTRUCTIONAL,4590 WILMINGTON ST,Y,1245,29.656113,-95.378696
1199,1199,7950,101860,KIPP SOUTHEAST HOUSTON,101860003,KIPP LIBERATION COLLEGE PREP,3150 YELLOWSTONE BLVD,HOUSTON,77054,3150 YELLOWSTONE BLVD,HOUSTON,77054,101,HARRIS COUNTY,4,06 07 08 09 10 11 12,4,0,REGULAR INSTRUCTIONAL,3150 YELLOWSTONE BLVD,Y,1199,29.68025,-95.404913
1272,1272,8315,101846,HARMONY SCIENCE ACADEMY,101846006,HARMONY SCHOOL OF FINE ARTS AND TECHNOLOGY,9115 KIRBY DR,HOUSTON,77054,9115 KIRBY DR,HOUSTON,77054,101,HARRIS COUNTY,4,PK KG 01 02 03 04 05 06 07 08 09 10 11 12,1,0,REGULAR INSTRUCTIONAL,9115 KIRBY DR,Y,1272,29.68025,-95.404913
57,57,326,101920,SPRING BRANCH ISD,101920130,THE LION LANE SCHOOL,2210 RIDGECREST,HOUSTON,77055,2210 RIDGECREST,HOUSTON,77055,101,HARRIS COUNTY,4,EE-PK,1,1,REGULAR,2210 RIDGECREST,Y,57,29.796871,-95.49165
190,190,899,101920,SPRING BRANCH ISD,101920131,THE BEAR BLVD SCHOOL,8860 WESTVIEW,HOUSTON,77055,8860 WESTVIEW,HOUSTON,77055,101,HARRIS COUNTY,4,EE-PK,1,0,REGULAR,8860 WESTVIEW,Y,190,29.796871,-95.49165
1224,1224,8033,101912,HOUSTON ISD,101912353,SCHOOL AT ST GEORGE PLACE,5430 HIDALGO ST,HOUSTON,77056,5430 HIDALGO ST,HOUSTON,77056,101,HARRIS COUNTY,4,PK KG 01 02 03 04 05,1,0,REGULAR INSTRUCTIONAL,5430 HIDALGO ST,Y,1224,29.748202,-95.468948
1088,1088,7232,101838,SOUTHWEST SCHOOL,101838101,YOUNG LEARNERS,3333 BERING DR STE 200,HOUSTON,77057,6959 COOK RD,HOUSTON,77072,101,HARRIS COUNTY,4,PK,1,0,CHARTER/ALTERNATIVE INSTRUCTIO,3333 BERING DR STE 200,Y,1088,29.744081,-95.487974
1115,1115,7357,101838,SOUTHWEST SCHOOL,101838041,SOUTHWEST MIDDLE SCH,3333 BERING DR STE 200,HOUSTON,77057,6400 SOUTHWEST FWY STE 8,HOUSTON,77074,101,HARRIS COUNTY,4,06 07 08,2,0,CHARTER/ALTERNATIVE INSTRUCTIO,3333 BERING DR STE 200,Y,1115,29.744081,-95.487974
1116,1116,7358,101838,SOUTHWEST SCHOOL,101838102,SOUTHWEST ELEMENTARY,3333 BERING DR,HOUSTON,77057,9595 BRAES BAYOU DR,HOUSTON,77074,101,HARRIS COUNTY,4,PK KG 01 02 03,1,0,CHARTER/ALTERNATIVE INSTRUCTIO,3333 BERING DR,Y,1116,29.744081,-95.487974
1165,1165,7665,101838,SOUTHWEST SCHOOL,101838001,SOUTHWEST HIGH SCHOOL,"3333 BERING DR, STE 200",HOUSTON,77057,6400 SOUTHWEST FWY,HOUSTON,77074,101,HARRIS COUNTY,4,12-Sep,4,0,CHARTER/ALTERNATIVE INSTRUCTIO,"3333 BERING DR, STE 200",Y,1165,29.744081,-95.487974
1214,1214,8023,101845,YES PREPARATORY PUBLIC SCHOOLS,101845004,YES PREP - LEE,6529 BEVERLYHILL ST,HOUSTON,77057,6529 BEVERLYHILL ST,HOUSTON,77057,101,HARRIS COUNTY,4,06 07 08 09 10 11 12,5,0,REGULAR INSTRUCTIONAL,6529 BEVERLYHILL ST,Y,1214,29.744081,-95.487974
1215,1215,8024,101902,ALDINE ISD,101902070,MARCELLA INTER,16250 COTILLION DR,HOUSTON,77060,16250 COTILLION DR,HOUSTON,77060,101,HARRIS COUNTY,4,05 06,2,0,REGULAR INSTRUCTIONAL,16250 COTILLION DR,Y,1215,29.935512,-95.397624
109,109,611,101912,HOUSTON ISD,101912311,MOUNT CARMEL ACADEMY,7155 ASHBURN ST,HOUSTON,77061,7155 ASHBURN ST,HOUSTON,77061,101,HARRIS COUNTY,4,12-Sep,4,0,REGULAR INSTRUCTIONAL,7155 ASHBURN ST,Y,109,29.647023,-95.276656
310,310,1596,101912,HOUSTON ISD,101912338,ORTIZ  MIDDLE,6767 TELEPHONE RD,HOUSTON,77061,6767 TELEPHONE RD,HOUSTON,77061,101,HARRIS COUNTY,4,8-Jun,2,0,REGULAR,6767 TELEPHONE RD,Y,310,29.647023,-95.276656
313,313,1599,101912,HOUSTON ISD,101912344,BRIARMEADOW MIDDLE SCHOOL,3601 DUNVALE,HOUSTON,77063,3601 DUNVALE,HOUSTON,77063,101,HARRIS COUNTY,4,8-Jun,2,0,REGULAR,3601 DUNVALE,Y,313,29.736295,-95.523292
1084,1084,7228,101000,HARRIS COUNTY DEPT OF ED,101000004,ACADEMIC BEHAVIOR CTR WEST,7800 WESTGLEN,HOUSTON,77063,7800 WESTGLEN,HOUSTON,77063,101,HARRIS COUNTY,4,09 10 11 12,4,1,ALTERNATIVE INSTRUCTIONAL,7800 WESTGLEN,Y,1084,29.736295,-95.523292
1091,1091,7237,101856,DRAW ACADEMY,101856101,DRAW ACADEMY,3920 STONEY BROOK DR,HOUSTON,77063,3920 STONEY BROOK DR,HOUSTON,77063,101,HARRIS COUNTY,4,PK KG 01 02 03 04 05 06 07 08,1,1,CHARTER/ALTERNATIVE INSTRUCTIO,3920 STONEY BROOK DR,Y,1091,29.736295,-95.523292
137,137,764,101907,CYPRESS-FAIRBANKS ISD,101907136,GLEASON ELEMENTARY,9202 WILLOWBRIDGE PARK BLVD,HOUSTON,77064,9203 WILLOWBRIDGE PARK BLVD,HOUSTON,77064,101,HARRIS COUNTY,4,EE-5,1,0,REGULAR,9202 WILLOWBRIDGE PARK BLVD,Y,137,29.918045,-95.535685
